,FedExCup_Standings_RANK THIS WEEK,FedExCup_Standings_RANK LAST WEEK,FedExCup_Standings_PLAYER NAME,FedExCup_Standings_EVENTS,FedExCup_Standings_POINTS,FedExCup_Standings_# OF WINS,FedExCup_Standings_# OF TOP 10'S,FedExCup_Standings_POINTS BEHIND LEAD,FedExCup_Standings_RESET POINTS
88,89,89,Bo Van Pelt,22,612,,1.0,6117.0,
89,90,90,Luke Guthrie,27,607,,2.0,6122.0,
90,91,91,Robert Garrigus,22,601,,2.0,6128.0,
91,92,92,Brian Stuard,25,598,,4.0,6131.0,
92,93,93,Derek Ernst,21,598,1.0,1.0,6131.0,
93,94,94,Brian Harman,29,578,,2.0,6151.0,
94,95,95,Stuart Appleby,25,570,,1.0,6159.0,
95,96,96,Richard Lee,24,569,,2.0,6160.0,
96,97,97,Greg Chalmers,25,558,,2.0,6171.0,
97,98,98,Pat Perez,22,549,,4.0,6180.0,
98,99,99,Erik Compton,24,547,,1.0,6182.0,
99,100,100,William McGirt,24,533,,2.0,6196.0,
100,101,101,Aaron Baddeley,24,526,,2.0,6203.0,
101,102,102,George McNeill,21,524,,,6205.0,
102,103,103,James Driscoll,23,524,,2.0,6205.0,
103,104,104,Geoff Ogilvy,19,522,,1.0,6207.0,
104,105,105,"Ted Potter, Jr.",22,518,,2.0,6211.0,
105,106,106,J.J. Henry,26,516,,2.0,6213.0,
106,107,107,Carl Pettersson,24,516,,1.0,6213.0,
107,108,108,Jeff Overton,24,506,,2.0,6223.0,
108,109,109,John Senden,25,498,,,6231.0,
109,110,110,James Hahn,26,480,,2.0,6249.0,
110,111,111,Mark Wilson,19,476,,3.0,6253.0,
111,112,112,Charlie Beljan,24,459,,1.0,6270.0,
112,113,113,Jason Bohn,23,454,,2.0,6275.0,
113,114,114,Lucas Glover,23,454,,2.0,6275.0,
114,115,115,Jeff Maggert,21,453,,2.0,6276.0,
115,116,116,Justin Hicks,25,451,,1.0,6278.0,
116,117,117,Morgan Hoffmann,20,444,,3.0,6285.0,
117,118,118,Chez Reavie,22,439,,,6290.0,
118,119,119,D.H. Lee,22,432,,3.0,6297.0,
119,120,120,Andres Romero,21,430,,2.0,6299.0,
120,121,121,Johnson Wagner,24,430,,2.0,6299.0,
121,122,122,Scott Langley,27,426,,1.0,6303.0,
122,123,123,Charlie Wi,23,401,,1.0,6328.0,
123,124,124,Steven Bowditch,22,400,,1.0,6329.0,
124,125,125,Ben Crane,21,369,,2.0,6360.0,
125,126,126,Robert Streb,25,359,,,6370.0,
126,127,127,Peter Hanson,15,356,,1.0,6373.0,
127,128,128,Nicolas Colsaerts,17,353,,3.0,6376.0,
128,129,129,Brad Fritsch,24,350,,1.0,6379.0,
129,130,130,Padraig Harrington,17,345,,3.0,6384.0,
130,131,131,Bud Cauley,24,343,,,6386.0,
131,132,132,Ricky Barnes,26,342,,,6387.0,
132,133,133,Fabián Gómez,23,339,,1.0,6390.0,
133,134,134,Greg Owen,24,336,,,6393.0,
134,135,135,Shawn Stefani,21,333,,2.0,6396.0,
135,136,136,Chad Campbell,25,330,,1.0,6399.0,
136,137,137,Woody Austin,8,326,1.0,1.0,6403.0,
137,138,138,David Toms,16,326,,1.0,6403.0,
138,139,139,Jim Herman,19,325,,2.0,6404.0,
139,140,140,Tommy Gainey,28,324,,1.0,6405.0,
140,141,141,Ryo Ishikawa,23,298,,1.0,6431.0,
141,142,142,Tag Ridings,24,295,,1.0,6434.0,
142,143,143,Trevor Immelman,24,295,,1.0,6434.0,
143,144,144,Dicky Pride,23,293,,2.0,6436.0,
144,145,145,Brendon Todd,10,293,,,6436.0,
145,146,146,Vijay Singh,19,291,,,6438.0,
146,147,147,Doug LaBelle II,23,290,,,6439.0,
147,148,148,Ben Kohles,25,286,,1.0,6443.0,
148,149,149,Brandt Jobe,19,283,,,6446.0,
149,150,150,Justin Bolli,23,278,,2.0,6451.0,
150,151,151,Steve LeBrun,21,270,,,6459.0,
151,152,152,Tom Gillis,22,264,,,6465.0,
152,153,153,Ben Curtis,20,251,,,6478.0,
153,154,154,Louis Oosthuizen,12,249,,1.0,6480.0,
154,155,155,Vaughn Taylor,16,246,,1.0,6483.0,
155,156,156,Robert Karlsson,18,236,,1.0,6493.0,
156,157,157,Jonathan Byrd,16,234,,2.0,6495.0,
157,158,158,Cameron Percy,21,230,,,6499.0,
158,159,159,Henrik Norlander,22,229,,,6500.0,
159,160,160,Seung-Yul Noh,25,226,,1.0,6503.0,
160,161,161,Ross Fisher,15,215,,1.0,6514.0,
161,162,162,Davis Love III,15,209,,1.0,6520.0,
162,163,163,Luke List,24,202,,,6527.0,
163,164,164,Casey Wittenberg,27,199,,1.0,6530.0,
164,165,165,David Mathis,24,197,,1.0,6532.0,
165,166,166,Russell Knox,11,197,,,6532.0,
166,167,167,Troy Matteson,24,194,,,6535.0,
167,168,168,Tim Herron,15,190,,,6539.0,
168,169,169,Will Claxton,24,186,,,6543.0,
169,170,170,Sean O'Hair,22,183,,,6546.0,
170,171,171,Retief Goosen,9,182,,1.0,6547.0,
171,172,172,Y.E. Yang,19,182,,,6547.0,
172,173,173,Stephen Ames,19,182,,,6547.0,
173,174,174,Mike Weir,22,173,,,6556.0,
174,175,175,D.J. Trahan,16,169,,1.0,6560.0,
175,176,176,Nick O'Hern,10,169,,1.0,6560.0,
176,177,177,Scott Gardiner,23,161,,,6568.0,
177,178,178,Cameron Beckman,8,150,,1.0,6579.0,
178,179,179,Bobby Gates,20,144,,1.0,6585.0,
179,180,180,Alistair Presnell,23,140,,,6589.0,
180,181,181,Fred Couples,4,138,,,6591.0,
181,182,182,Lee Williams,22,134,,,6595.0,
182,183,183,Bill Lunde,10,133,,1.0,6596.0,
183,184,184,Colt Knost,25,130,,,6599.0,
184,185,185,Robert Allenby,24,129,,1.0,6600.0,
185,186,186,Kevin Sutherland,13,129,,,6600.0,
186,187,187,Aaron Watkins,19,126,,1.0,6603.0,
187,188,188,Darron Stiles,20,125,,,6604.0,
188,189,189,Jin Park,20,125,,,6604.0,
189,190,190,Chris DiMarco,11,118,,1.0,6611.0,
190,191,191,Glen Day,6,113,,1.0,6616.0,
191,192,192,John Mallinger,12,112,,,6617.0,
192,193,193,Tim Petrovic,12,109,,1.0,6620.0,
193,194,194,Rod Pampling,16,109,,,6620.0,
194,T195,T195,Matt Bettencourt,9,102,,,6627.0,
195,T195,T195,Heath Slocum,9,102,,,6627.0,
196,197,197,Paul Casey,7,100,,,6629.0,
197,198,198,Andres Gonzales,17,96,,1.0,6633.0,
198,199,199,Nathan Green,9,92,,,6637.0,
199,200,200,Kevin Na,8,92,,,6637.0,
200,201,201,Steve Marino,12,91,,,6638.0,
201,202,202,Andrew Svoboda,18,89,,,6640.0,
202,203,203,Joey Snyder III,15,85,,,6644.0,
203,204,204,Billy Mayfair,14,79,,1.0,6650.0,
204,205,205,Paul Haley II,18,74,,,6655.0,
205,206,206,Michael Bradley,21,74,,,6655.0,
206,207,207,Eric Meierdierks,19,72,,,6657.0,
207,208,208,Jeff Gove,17,69,,,6660.0,
208,209,209,Billy Andrade,3,63,,1.0,6666.0,
209,210,210,Steve Flesch,6,60,,,6669.0,
210,211,211,Hank Kuehne,5,59,,,6670.0,
211,212,212,Joe Ogilvie,15,58,,,6671.0,
212,213,213,Kenny Perry,3,58,,,6671.0,
213,214,214,Scott Verplank,14,57,,,6672.0,
214,215,215,Joe Affrunti,5,56,,,6673.0,
215,216,216,Gary Christian,10,52,,,6677.0,
216,217,217,"Wes Short, Jr.",15,51,,,6678.0,
217,218,218,Bernhard Langer,1,42,,,6687.0,
218,219,219,Michael Letzig,17,41,,,6688.0,
219,220,220,Joe Durant,7,40,,,6689.0,
220,221,221,Duffy Waldorf,3,35,,,6694.0,
221,222,222,Chris Riley,3,35,,,6694.0,
222,223,223,Tom Watson,4,32,,,6697.0,
223,224,224,Ryuji Imada,7,32,,,6697.0,
224,T225,T225,Peter Lonard,1,28,,,6701.0,
225,T225,T225,Paul Stankowski,1,28,,,6701.0,
226,T227,T227,Bart Bryant,2,27,,,6702.0,
227,T227,T227,Russ Cochran,1,27,,,6702.0,
228,229,229,Dean Wilson,2,24,,,6705.0,
229,230,230,David Frost,1,22,,,6707.0,
230,231,231,Robert Gamez,3,21,,,6708.0,
231,232,232,Jesper Parnevik,13,20,,,6709.0,
232,233,233,José María Olazábal,2,20,,,6709.0,
233,234,234,Skip Kendall,2,19,,,6710.0,
234,235,235,John Daly,12,18,,,6711.0,
235,236,236,J.B. Holmes,5,17,,,6712.0,
236,237,237,Sandy Lyle,2,16,,,6713.0,
237,238,238,Neal Lancaster,6,16,,,6713.0,
238,239,239,Troy Kelly,10,15,,,6714.0,
239,240,240,Andre Stolz,1,13,,,6716.0,
240,241,241,Marc Turnesa,2,13,,,6716.0,
241,T242,T242,Tom Lehman,2,11,,,6718.0,
242,T242,T242,Mark O'Meara,3,11,,,6718.0,
243,244,244,Alexandre Rocha,3,10,,,6719.0,
244,T245,T245,Marco Dawson,1,8,,,6721.0,
245,T245,T245,Kent Jones,1,8,,,6721.0,
246,247,247,Lee Janzen,11,8,,,6721.0,
247,248,248,David Duval,8,5,,,6724.0,
248,249,249,Arjun Atwal,8,4,,,6725.0,
249,250,250,Scott McCarron,8,2,,,6727.0,
250,T251,T251,Frank Lickliter II,3,1,,,6728.0,
251,T251,T251,Ted Purdy,3,1,,,6728.0,
252,253,253,Todd Hamilton,4,1,,,6728.0,
