,Hit_Fairway_Percentage_RANK THIS WEEK,Hit_Fairway_Percentage_RANK LAST WEEK,Hit_Fairway_Percentage_PLAYER NAME,Hit_Fairway_Percentage_ROUNDS,Hit_Fairway_Percentage_%,Hit_Fairway_Percentage_FAIRWAYS HIT,Hit_Fairway_Percentage_POSSIBLE FAIRWAYS,Hit_Fairway_Percentage_RELATIVE TO PAR
34,35,35,Adam Scott,60,67.14,423,630,-0.19
35,T36,T36,Billy Horschel,75,67.13,578,861,-0.11
36,T36,T36,Chez Reavie,92,67.13,766,1141,-0.15
37,38,38,Chris DiMarco,93,66.9,760,1136,-0.13
38,39,39,Chris Couch,73,66.81,620,928,-0.15
39,40,40,Luke Donald,73,66.76,480,719,-0.23
40,41,41,Kent Jones,76,66.67,618,927,-0.16
41,42,42,Alex Cejka,59,66.61,429,644,-0.1
42,43,43,J.J. Henry,96,66.51,729,1096,-0.17
43,44,44,Colt Knost,80,66.49,619,931,-0.08
44,45,45,Justin Leonard,82,66.31,677,1021,-0.14
45,46,46,Blake Adams,116,66.3,964,1454,-0.18
46,47,47,Ian Poulter,52,66.06,360,545,-0.16
47,48,48,Brandt Jobe,100,66.01,740,1121,-0.18
48,49,49,Jason Dufner,78,65.85,594,902,-0.17
49,50,50,Michael Connell,76,65.84,661,1004,-0.12
50,51,51,Kevin Streelman,90,65.79,650,988,-0.2
51,52,52,D.A. Points,89,65.56,672,1025,-0.15
52,T53,T53,Chad Campbell,99,65.3,783,1199,-0.19
53,T53,T53,Dean Wilson,62,65.3,510,781,-0.15
54,55,55,Robert Allenby,84,65.26,633,970,-0.17
55,56,56,Brendan Steele,89,65.23,694,1064,-0.16
56,57,57,Bill Haas,93,65.13,650,998,-0.21
57,58,58,Matt McQuillan,59,65.07,434,667,-0.15
58,59,59,Matt Kuchar,94,64.88,643,991,-0.25
59,60,60,Tim Petrovic,88,64.81,685,1057,-0.15
60,61,61,Brendon de Jonge,105,64.68,824,1274,-0.17
61,62,62,Hunter Mahan,92,64.62,685,1060,-0.24
62,63,63,J.P. Hayes,56,64.61,429,664,-0.1
63,64,64,Ben Martin,74,64.48,579,898,-0.17
64,65,65,Justin Rose,79,64.46,566,878,-0.24
65,66,66,Rich Beem,53,64.44,406,630,-0.1
66,T67,T67,Spencer Levin,113,64.34,837,1301,-0.18
67,T67,T67,Ryan Moore,79,64.34,534,830,-0.22
68,69,69,Scott McCarron,65,64.22,481,749,-0.14
69,70,70,David Hearn,88,64.2,676,1053,-0.19
70,71,71,Brandt Snedeker,85,64.19,597,930,-0.23
71,72,72,Bo Van Pelt,92,64.0,633,989,-0.2
72,73,73,Hunter Haas,96,63.92,753,1178,-0.15
73,74,74,Pat Perez,76,63.91,618,967,-0.16
74,75,75,Vaughn Taylor,89,63.88,734,1149,-0.15
75,76,76,Kris Blanks,92,63.86,728,1140,-0.19
76,77,77,Lee Janzen,62,63.82,441,691,-0.17
77,T78,T78,Tom Gillis,55,63.81,446,699,-0.11
78,T78,T78,Kevin Stadler,88,63.81,640,1003,-0.17
79,80,80,Richard Johnson,64,63.75,480,753,-0.05
80,81,81,Fabián Gómez,84,63.64,602,946,-0.15
81,82,82,K.J. Choi,77,63.6,512,805,-0.17
82,83,83,Steve Stricker,70,63.51,470,740,-0.25
83,84,84,Y.E. Yang,63,63.49,367,578,-0.13
84,85,85,Marc Turnesa,54,63.29,400,632,-0.06
85,86,86,Carl Pettersson,95,63.22,789,1248,-0.21
86,87,87,Webb Simpson,98,63.15,725,1148,-0.3
87,88,88,Sung Kang,63,63.12,445,705,-0.18
88,89,89,Andres Gonzales,60,63.07,398,631,-0.14
89,90,90,Troy Merritt,63,62.84,492,783,-0.14
90,91,91,Charlie Wi,83,62.77,666,1061,-0.17
91,92,92,Greg Chalmers,88,62.65,681,1087,-0.17
92,93,93,Daniel Summerhays,75,62.58,567,906,-0.14
93,94,94,Lucas Glover,74,62.56,528,844,-0.2
94,T95,T95,Geoff Ogilvy,69,62.42,465,745,-0.18
95,T95,T95,Josh Teater,104,62.42,794,1272,-0.18
96,97,97,Charl Schwartzel,58,62.41,347,556,-0.18
97,98,98,Freddie Jacobson,92,62.2,604,971,-0.17
98,99,99,Alexandre Rocha,65,62.08,424,683,-0.14
99,T100,T100,Cameron Beckman,71,61.94,542,875,-0.14
100,T100,T100,Davis Love III,70,61.94,446,720,-0.18
101,102,102,Charley Hoffman,93,61.83,630,1019,-0.24
102,103,103,Jonathan Byrd,83,61.82,617,998,-0.23
103,104,104,Keegan Bradley,91,61.72,653,1058,-0.15
104,105,105,Trevor Immelman,84,61.71,569,922,-0.13
105,106,106,Ernie Els,71,61.65,508,824,-0.17
106,107,107,Steve Flesch,88,61.54,664,1079,-0.13
107,108,108,Kevin Kisner,70,61.47,485,789,-0.13
108,109,109,Michael Thompson,79,61.42,581,946,-0.17
109,110,110,Cameron Tringale,110,61.39,822,1339,-0.14
110,111,111,Retief Goosen,50,61.38,337,549,-0.19
111,112,112,William McGirt,103,61.29,779,1271,-0.16
112,113,113,Bill Lunde,92,61.24,654,1068,-0.21
113,114,114,Steve Marino,76,61.1,523,856,-0.17
114,115,115,Kyle Stanley,98,60.96,670,1099,-0.19
115,116,116,George McNeill,69,60.93,485,796,-0.15
116,117,117,Nate Smith,66,60.82,447,735,-0.12
117,118,118,Joseph Bramlett,73,60.79,507,834,-0.15
118,119,119,Vijay Singh,79,60.77,598,984,-0.19
119,120,120,D.J. Trahan,91,60.74,687,1131,-0.17
120,121,121,Ryuji Imada,83,60.66,640,1055,-0.14
121,122,122,Bobby Gates,82,60.59,555,916,-0.14
122,123,123,Jeff Overton,92,60.44,608,1006,-0.21
123,124,124,Roland Thatcher,67,60.38,506,838,-0.16
124,125,125,Martin Laird,77,60.17,509,846,-0.24
125,126,126,Sergio Garcia,61,60.0,372,620,-0.23
126,127,127,Tommy Gainey,104,59.87,752,1256,-0.18
127,128,128,Paul Stankowski,78,59.82,536,896,-0.15
128,129,129,Jim Renner,65,59.73,436,730,-0.19
129,130,130,Nathan Green,81,59.67,580,972,-0.15
130,131,131,Jarrod Lyle,83,59.66,590,989,-0.1
131,132,132,Chris Stroud,88,59.57,641,1076,-0.18
132,133,133,Will Strickler,51,59.42,350,589,-0.15
133,134,134,Bubba Watson,85,59.31,478,806,-0.25
134,135,135,Kevin Chappell,78,59.17,497,840,-0.15
135,136,136,Andres Romero,77,59.16,552,933,-0.26
136,T137,T137,Nick Watney,80,59.14,508,859,-0.26
137,T137,T137,Gary Woodland,93,59.14,563,952,-0.21
138,139,139,Camilo Villegas,69,59.06,463,784,-0.19
139,140,140,Stewart Cink,72,58.9,417,708,-0.15
140,141,141,Stuart Appleby,65,58.86,485,824,-0.15
141,142,142,Troy Matteson,91,58.83,653,1110,-0.19
142,143,143,Ricky Barnes,78,58.8,518,881,-0.18
143,144,144,Scott Gutschewski,67,58.79,448,762,-0.14
144,145,145,Rory Sabbatini,85,58.73,491,836,-0.23
145,146,146,Kevin Na,84,58.45,543,929,-0.2
146,147,147,Zack Miller,86,58.42,600,1027,-0.11
147,148,148,Charles Howell III,108,58.39,727,1245,-0.21
148,149,149,Dustin Johnson,72,58.34,437,749,-0.26
149,150,150,Rickie Fowler,84,58.25,533,915,-0.22
150,151,151,Robert Karlsson,61,58.01,355,612,-0.21
151,152,152,Alex Prugh,82,57.97,564,973,-0.2
152,T153,T153,Arjun Atwal,91,57.91,659,1138,-0.17
153,T153,T153,Tim Herron,85,57.91,615,1062,-0.14
154,155,155,Tag Ridings,87,57.9,590,1019,-0.19
155,156,156,Scott Stallings,84,57.66,546,947,-0.15
156,157,157,Scott Piercy,78,57.64,498,864,-0.22
157,158,158,Aaron Baddeley,77,57.38,486,847,-0.29
158,159,159,Jim Herman,69,57.32,454,792,-0.16
159,160,160,Shaun Micheel,77,57.22,507,886,-0.09
160,161,161,Joe Ogilvie,75,57.13,481,842,-0.18
161,162,162,Matt Bettencourt,84,57.05,603,1057,-0.15
162,163,163,Sean O'Hair,71,56.8,472,831,-0.18
163,164,164,Michael Bradley,74,56.77,457,805,-0.17
164,165,165,Steven Bowditch,86,56.66,600,1059,-0.19
165,166,166,James Driscoll,71,56.46,472,836,-0.17
166,167,167,D.J. Brigman,67,56.41,427,757,-0.11
167,168,168,Chris Kirk,87,56.32,597,1060,-0.21
168,169,169,Matt Jones,71,56.31,491,872,-0.19
169,170,170,Jason Day,76,56.13,458,816,-0.24
170,171,171,Padraig Harrington,60,55.83,340,609,-0.21
171,172,172,Marc Leishman,87,55.78,608,1090,-0.19
172,173,173,Robert Garrigus,83,55.72,526,944,-0.23
173,174,174,Martin Piller,63,55.4,395,713,-0.12
174,175,175,Jhonattan Vegas,84,55.29,528,955,-0.18
175,176,176,Ryan Palmer,82,55.15,450,816,-0.19
176,177,177,Ángel Cabrera,50,55.07,266,483,-0.23
177,178,178,Michael Putnam,67,54.77,396,723,-0.12
178,179,179,Phil Mickelson,79,54.67,439,803,-0.24
179,180,180,Jimmy Walker,79,54.53,566,1038,-0.19
180,181,181,Bio Kim,71,54.5,424,778,-0.13
181,182,182,J.B. Holmes,57,54.23,346,638,-0.22
182,183,183,Harrison Frazar,58,54.17,305,563,-0.16
183,184,184,David Duval,67,52.53,416,792,-0.16
184,185,185,Derek Lamely,65,51.86,404,779,-0.16
185,186,186,Anthony Kim,72,50.13,390,778,-0.2
