,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
99,T97,T97,Seung-Yul Noh,105,5.05,60,1187,+0.033
100,101,101,Ángel Cabrera,54,5.04,26,516,+0.346
101,T102,T102,Miguel Angel Carballo,73,5.03,40,796,+0.250
102,T102,T102,Erik Compton,81,5.03,45,894,+0.333
103,T104,T104,Tom Gillis,75,4.99,48,961,+0.083
104,T104,T104,Gary Woodland,70,4.99,37,742,+0.189
105,106,106,Danny Lee,74,4.98,41,824,+0.049
106,107,107,George McNeill,85,4.96,49,988,+0.245
107,T108,T108,Robert Garrigus,89,4.95,51,1030,+0.098
108,T108,T108,Chris Kirk,93,4.95,59,1192,+0.271
109,T108,T108,Davis Love III,64,4.95,36,728,+0.139
110,111,111,Matt Every,80,4.92,44,894,+0.114
111,T112,T112,Harrison Frazar,56,4.89,33,675,+0.273
112,T112,T112,Ian Poulter,57,4.89,26,532,-0.038
113,114,114,D.J. Trahan,73,4.86,42,865,+0.167
114,115,115,Marco Dawson,60,4.83,31,642,+0.258
115,116,116,William McGirt,96,4.82,53,1100,+0.132
116,117,117,Dicky Pride,62,4.81,33,686,+0.212
117,T118,T118,Mark Anderson,75,4.8,41,854,+0.220
118,T118,T118,Vaughn Taylor,81,4.8,43,895,E
119,120,120,Brendon de Jonge,115,4.78,68,1424,+0.176
120,121,121,John Senden,81,4.76,41,862,+0.073
121,122,122,Troy Matteson,100,4.75,55,1157,+0.055
122,123,123,Justin Rose,69,4.74,35,738,-0.057
123,124,124,Geoff Ogilvy,73,4.7,36,766,+0.250
124,T125,T125,Jonas Blixt,72,4.69,42,895,+0.119
125,T125,T125,Sean O'Hair,84,4.69,50,1066,+0.200
126,127,127,Greg Owen,90,4.66,50,1074,+0.320
127,T128,T128,Charles Howell III,98,4.65,50,1076,+0.240
128,T128,T128,Andres Romero,68,4.65,35,752,+0.371
129,T128,T128,Brandt Snedeker,81,4.65,42,904,-0.024
130,T131,T131,Harris English,98,4.61,56,1214,+0.214
131,T131,T131,Tommy Gainey,98,4.61,58,1257,+0.190
132,133,133,Billy Mayfair,90,4.59,50,1089,+0.200
133,134,134,Heath Slocum,93,4.58,48,1048,+0.188
134,T135,T135,Freddie Jacobson,61,4.55,28,616,+0.250
135,T135,T135,John Rollins,81,4.55,45,990,+0.067
136,137,137,Ryan Palmer,81,4.53,45,993,+0.133
137,138,138,Richard Lee,71,4.52,36,797,+0.306
138,139,139,Will Claxton,99,4.42,53,1200,+0.075
139,140,140,John Merrick,83,4.38,44,1005,+0.023
140,141,141,Webb Simpson,77,4.33,40,924,+0.025
141,T142,T142,Tommy Biershenk,74,4.32,35,810,+0.514
142,T142,T142,Bill Haas,79,4.32,37,856,+0.135
143,144,144,Ernie Els,80,4.3,39,906,+0.026
144,145,145,Ben Crane,73,4.25,37,870,+0.135
145,146,146,Nick Watney,97,4.23,45,1064,+0.067
146,147,147,Keegan Bradley,90,4.21,42,998,E
147,148,148,Martin Flores,95,4.19,48,1146,+0.229
148,149,149,Ben Curtis,62,4.17,28,672,+0.036
149,150,150,Scott Piercy,95,4.16,50,1203,+0.120
150,151,151,Graeme McDowell,55,4.14,22,532,-0.045
151,152,152,Hunter Mahan,88,4.13,37,896,+0.027
152,153,153,Scott Stallings,78,4.09,39,954,+0.077
153,T154,T154,Ryo Ishikawa,54,4.07,21,516,-0.048
154,T154,T154,Vijay Singh,99,4.07,46,1130,+0.174
155,156,156,Jeff Overton,101,4.06,52,1282,+0.077
156,157,157,Rickie Fowler,84,4.0,37,924,+0.162
157,158,158,Bud Cauley,99,3.94,50,1268,+0.260
158,159,159,Lee Westwood,60,3.93,22,560,+0.136
159,160,160,Kevin Chappell,91,3.89,39,1002,+0.231
160,161,161,Carl Pettersson,92,3.85,43,1116,+0.302
161,162,162,Steve Stricker,73,3.82,29,760,-0.172
162,163,163,Mathew Goggin,65,3.77,29,769,+0.241
163,164,164,Garth Mulroy,59,3.73,24,644,+0.375
164,165,165,Tim Clark,60,3.72,26,698,+0.231
165,166,166,Troy Kelly,68,3.65,26,712,+0.154
166,167,167,Jason Dufner,83,3.6,32,890,-0.094
167,168,168,Billy Horschel,63,3.57,24,672,+0.083
168,169,169,Kyle Stanley,86,3.47,34,979,+0.118
169,T170,T170,Brian Harman,101,3.42,42,1228,+0.024
170,T170,T170,Matt Jones,53,3.42,21,614,+0.238
171,T172,T172,Charley Hoffman,88,3.31,35,1059,+0.400
172,T172,T172,Adam Scott,59,3.31,19,574,+0.053
173,174,174,Josh Teater,97,3.28,38,1158,+0.237
174,175,175,Matt Kuchar,86,3.27,30,918,+0.100
175,T176,T176,Rory McIlroy,60,3.21,18,560,+0.111
176,T176,T176,Bo Van Pelt,84,3.21,29,904,-0.069
177,178,178,Charlie Beljan,61,3.17,19,600,+0.211
178,T179,T179,J.B. Holmes,90,3.11,34,1092,+0.647
179,T179,T179,Bill Lunde,83,3.11,29,933,+0.172
180,181,181,Boo Weekley,74,3.09,25,810,+0.160
181,182,182,Louis Oosthuizen,65,3.08,21,682,+0.381
182,183,183,Bubba Watson,68,3.06,22,718,+0.455
183,184,184,Martin Laird,77,3.04,23,756,+0.304
184,185,185,Edward Loar,59,2.99,18,602,+0.500
185,186,186,Steve Wheatcroft,56,2.89,17,588,+0.412
186,187,187,Kevin Kisner,69,2.84,21,740,+0.190
187,188,188,Jeff Maggert,83,2.76,30,1088,+0.067
188,189,189,Dustin Johnson,70,2.56,19,741,-0.158
189,190,190,Phil Mickelson,79,2.51,21,838,-0.190
190,191,191,Robert Karlsson,54,2.44,14,574,+0.214
