,Tenth_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_3_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_3_Scoring_Average_AVG,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,,Dustin Johnson,77,2.5,10,4
1,2,,Jon Rahm,90,2.8,14,5
2,3,,Adam Scott,58,2.81,45,16
3,4,,Tom Hoge,54,2.82,138,49
4,5,,Brandt Snedeker,53,2.86,60,21
5,T6,,Rafa Cabrera Bello,63,2.88,69,24
6,T6,,Seung-Yul Noh,91,2.88,138,48
7,T6,,Justin Rose,66,2.88,23,8
8,T9,,Wesley Bryan,95,2.89,176,61
9,T9,,Carl Pettersson,63,2.89,104,36
10,T11,,Kevin Kisner,105,2.9,139,48
11,T11,,Brooks Koepka,88,2.9,58,20
12,T11,,Shane Lowry,52,2.9,142,49
13,T11,,Webb Simpson,102,2.9,177,61
14,T11,,Nick Watney,75,2.9,180,62
15,T16,,Louis Oosthuizen,69,2.92,70,24
16,T16,,J.T. Poston,95,2.92,248,85
17,T16,,Bubba Watson,71,2.92,35,12
18,T19,,Ryan Armour,63,2.93,117,40
19,T19,,J.B. Holmes,83,2.93,164,56
20,T19,,Chez Reavie,98,2.93,249,85
21,22,,Pat Perez,93,2.94,94,32
22,T23,,Byeong Hun An,77,2.95,177,60
23,T23,,Charles Howell III,86,2.95,130,44
24,T23,,Graeme McDowell,56,2.95,109,37
25,T23,,Michael Thompson,60,2.95,124,42
26,27,,Mackenzie Hughes,106,2.96,225,76
27,T28,,Bud Cauley,92,2.97,214,72
28,T28,,Alex Cejka,85,2.97,193,65
29,T28,,Ben Crane,86,2.97,193,65
30,T28,,Jason Dufner,89,2.97,107,36
31,T28,,Billy Hurley III,80,2.97,217,73
32,T28,,Nicholas Lindheim,58,2.97,193,65
33,T28,,Vaughn Taylor,90,2.97,214,72
34,T28,,Tim Wilkinson,64,2.97,110,37
35,T36,,Ryan Brehm,83,2.98,191,64
36,T36,,Brad Fritsch,56,2.98,191,64
37,T36,,Andres Gonzales,73,2.98,262,88
38,T36,,Brian Harman,104,2.98,179,60
