,6-10_Final_Round_Performance_RANK THIS WEEK,6-10_Final_Round_Performance_RANK LAST WEEK,6-10_Final_Round_Performance_PLAYER NAME,6-10_Final_Round_Performance_EVENTS,6-10_Final_Round_Performance_% TIMES IMPROVED,6-10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Eric Axley,35,100.0,1.0
1,T1,T1,Justin Bolli,28,100.0,1.0
2,T1,T1,Stewart Cink,23,100.0,2.0
3,T1,T1,Fred Couples,18,100.0,2.0
4,T1,T1,Brad Elder,23,100.0,1.0
5,T1,T1,Ernie Els,16,100.0,2.0
6,T1,T1,Steve Flesch,29,100.0,1.0
7,T1,T1,Harrison Frazar,23,100.0,1.0
8,T1,T1,Brian Gay,31,100.0,1.0
9,T1,T1,Bill Haas,31,100.0,1.0
10,T1,T1,Padraig Harrington,15,100.0,3.0
11,T1,T1,Ryuji Imada,25,100.0,2.0
12,T1,T1,Matt Jones,31,100.0,1.0
13,T1,T1,Anthony Kim,22,100.0,1.0
14,T1,T1,John Mallinger,29,100.0,1.0
15,T1,T1,Troy Matteson,30,100.0,1.0
16,T1,T1,Billy Mayfair,29,100.0,1.0
17,T1,T1,George McNeill,29,100.0,2.0
18,T1,T1,Phil Mickelson,21,100.0,2.0
19,T1,T1,Kevin Na,29,100.0,1.0
20,T1,T1,Jeff Overton,32,100.0,1.0
21,T1,T1,Ryan Palmer,22,100.0,1.0
22,T1,T1,Brett Rumford,26,100.0,1.0
23,T1,T1,Patrick Sheehan,35,100.0,2.0
24,T1,T1,Kevin Streelman,32,100.0,1.0
25,T1,T1,Mike Weir,26,100.0,2.0
26,T1,T1,Tim Wilkinson,29,100.0,1.0
27,28,28,Jim Furyk,26,75.0,3.0
28,T29,T29,Stuart Appleby,23,66.7,2.0
29,T29,T29,Steve Stricker,22,66.7,2.0
30,T29,T29,Nicholas Thompson,36,66.7,2.0
31,T29,T29,Camilo Villegas,22,66.7,2.0
32,33,33,Robert Allenby,28,62.5,5.0
33,T34,T34,Stephen Ames,24,50.0,1.0
34,T34,T34,Tommy Armour III,25,50.0,1.0
35,T34,T34,Woody Austin,30,50.0,1.0
36,T34,T34,Ken Duke,33,50.0,2.0
37,T34,T34,Steve Elkington,25,50.0,1.0
38,T34,T34,Dustin Johnson,30,50.0,1.0
39,T34,T34,Greg Kraft,21,50.0,1.0
40,T34,T34,Cliff Kresge,28,50.0,2.0
41,T34,T34,Tom Lehman,17,50.0,1.0
42,T34,T34,Michael Letzig,29,50.0,1.0
43,T34,T34,Davis Love III,23,50.0,1.0
44,T34,T34,Hunter Mahan,27,50.0,1.0
45,T34,T34,Sean O'Hair,25,50.0,1.0
46,T34,T34,Pat Perez,27,50.0,1.0
47,T34,T34,Ian Poulter,15,50.0,1.0
48,T34,T34,Jeff Quinney,28,50.0,1.0
