,Average_Putting_Distance_-_GIR_1_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_1_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_1_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_1_Putts_ROUNDS,Average_Putting_Distance_-_GIR_1_Putts_AVG,Average_Putting_Distance_-_GIR_1_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_1_Putts_TOTAL PUTTS
0,1,1,Brad Faxon,59,"12' 6""",1587.6670000000001,127
1,2,2,Ted Purdy,101,"12' 3""",3593.25,293
2,3,3,Marc Turnesa,77,"12' 0""",2305.5,192
3,4,4,Ben Curtis,63,"11' 11""",1749.6670000000001,147
4,5,5,Mark Brooks,55,"11' 10""",1311.3329999999999,111
5,T6,T6,Greg Chalmers,85,"11' 9""",2861.083,243
6,T6,T6,Jeff Klauk,97,"11' 9""",3004.75,255
7,8,8,Nick O'Hern,90,"11' 8""",3117.083,268
8,T9,T9,Spencer Levin,75,"11' 7""",2329.167,201
9,T9,T9,Carl Pettersson,86,"11' 7""",2589.917,224
10,T11,T11,Brendon Todd,53,"11' 6""",1404.25,122
11,T11,T11,Johnson Wagner,81,"11' 6""",2504.417,218
12,T13,T13,Brian Gay,96,"11' 5""",3020.5,265
13,T13,T13,Todd Hamilton,83,"11' 5""",1995.3329999999999,175
14,T13,T13,Greg Kraft,51,"11' 5""",1228.833,108
15,T13,T13,Corey Pavin,73,"11' 5""",1913.25,167
16,T13,T13,Gary Woodland,53,"11' 5""",1165.333,102
17,T18,T18,Ben Crane,93,"11' 4""",2964.25,261
18,T18,T18,Matt Kuchar,82,"11' 4""",2750.583,242
19,T18,T18,Parker McLachlin,71,"11' 4""",2263.667,200
20,T18,T18,Casey Wittenberg,71,"11' 4""",1662.0,147
21,T22,T22,Steve Elkington,70,"11' 3""",1955.25,174
22,T22,T22,Jerry Kelly,90,"11' 3""",2878.167,255
23,T22,T22,Patrick Sheehan,51,"11' 3""",1360.0829999999999,121
24,T22,T22,Kevin Stadler,65,"11' 3""",1702.9170000000001,151
25,T26,T26,Bart Bryant,58,"11' 2""",1593.1670000000001,143
26,T26,T26,Lee Janzen,74,"11' 2""",2093.167,188
27,T26,T26,Bill Lunde,83,"11' 2""",2405.167,215
28,T26,T26,David Toms,98,"11' 2""",3029.25,271
29,T30,T30,Richard Johnson,85,"11' 1""",2329.083,210
30,T30,T30,Martin Laird,72,"11' 1""",2298.917,208
31,T30,T30,Peter Lonard,86,"11' 1""",2363.5,213
32,T30,T30,James Nitties,86,"11' 1""",2579.083,233
33,T30,T30,Rod Pampling,72,"11' 1""",2397.333,217
34,T30,T30,Webb Simpson,94,"11' 1""",3094.667,280
35,T36,T36,Woody Austin,84,"11' 0""",2609.583,237
36,T36,T36,Cameron Beckman,87,"11' 0""",2423.5,221
37,T36,T36,J.J. Henry,97,"11' 0""",2602.0,237
38,T36,T36,John Merrick,91,"11' 0""",2129.25,194
39,T36,T36,Pat Perez,74,"11' 0""",2211.833,201
40,T36,T36,D.A. Points,99,"11' 0""",3136.083,285
41,T36,T36,Chris Riley,77,"11' 0""",2435.667,221
42,T36,T36,Justin Rose,71,"11' 0""",2150.667,196
43,T36,T36,John Senden,100,"11' 0""",3182.333,289
44,T45,T45,Stewart Cink,79,"10' 11""",1872.5829999999999,171
45,T45,T45,Ryuji Imada,85,"10' 11""",2374.083,218
46,T45,T45,Tom Lehman,55,"10' 11""",1018.0,93
47,T45,T45,Davis Love III,89,"10' 11""",2416.0,222
48,T49,T49,Glen Day,79,"10' 10""",1927.5,178
49,T49,T49,Bob Heintz,59,"10' 10""",1905.3329999999999,176
50,T49,T49,Jeff Overton,92,"10' 10""",2552.583,236
51,T49,T49,Kevin Sutherland,96,"10' 10""",2555.333,235
