,Approaches_from__100_yards_RANK THIS WEEK,Approaches_from__100_yards_RANK LAST WEEK,Approaches_from__100_yards_PLAYER NAME,Approaches_from__100_yards_ROUNDS,Approaches_from__100_yards_AVG,Approaches_from__100_yards_TOTAL DISTANCE (FEET),Approaches_from__100_yards_# OF ATTEMPTS,Approaches_from__100_yards_RELATIVE TO PAR
0,T1,T1,Chad Campbell,99,"30' 0""",33167.0,1106,-0.09
1,T1,T1,Dustin Johnson,72,"30' 0""",17842.667,594,-0.11
2,T3,T3,Alex Cejka,59,"30' 2""",17546.333,581,-0.05
3,T3,T3,Kyle Stanley,98,"30' 2""",28249.25,937,-0.09
4,T5,T5,Tom Gillis,55,"30' 3""",18101.583,598,-0.05
5,T5,T5,David Hearn,88,"30' 3""",28167.417,930,-0.11
6,7,7,Heath Slocum,89,"30' 4""",29152.833,962,-0.07
7,T8,T8,Jim Furyk,87,"30' 6""",28039.917,919,-0.09
8,T8,T8,Robert Garrigus,83,"30' 6""",23091.583,757,-0.07
9,T10,T10,Kris Blanks,92,"30' 7""",31379.667,1026,-0.08
10,T10,T10,Luke Donald,73,"30' 7""",20149.667,658,-0.15
11,T10,T10,Rickie Fowler,84,"30' 7""",22925.917,749,-0.09
12,13,13,Gary Woodland,93,"30' 8""",25020.833,816,-0.12
13,14,14,Brandt Jobe,100,"30' 9""",31690.083,1031,-0.10
14,T15,T15,Ernie Els,71,"30' 10""",21441.167,696,-0.11
15,T15,T15,Chris Kirk,87,"30' 10""",27336.333,887,-0.10
16,T15,T15,Kevin Stadler,88,"30' 10""",27763.5,901,-0.07
17,T15,T15,David Toms,78,"30' 10""",23688.833,768,-0.12
18,T19,T19,Jason Dufner,78,"30' 11""",25317.583,819,-0.09
19,T19,T19,Tommy Gainey,104,"30' 11""",33891.833,1095,-0.09
20,T19,T19,Ian Poulter,52,"30' 11""",15035.833,486,-0.06
21,22,22,Briny Baird,60,"31' 0""",19424.083,627,-0.09
22,T23,T23,Joe Durant,71,"31' 1""",26822.083,863,-0.03
23,T23,T23,Paul Goydos,81,"31' 1""",28127.083,906,E
24,T23,T23,Sean O'Hair,71,"31' 1""",21286.167,684,-0.07
25,T23,T23,Scott Piercy,78,"31' 1""",22209.583,714,-0.10
26,T23,T23,D.J. Trahan,91,"31' 1""",29881.833,962,-0.07
27,T28,T28,Ricky Barnes,78,"31' 2""",23254.5,746,-0.07
28,T28,T28,Shane Bertsch,62,"31' 2""",20621.417,662,-0.05
29,T28,T28,Kevin Chappell,78,"31' 2""",21661.25,695,-0.05
30,T28,T28,Lucas Glover,74,"31' 2""",23772.75,763,-0.10
31,T28,T28,Chez Reavie,92,"31' 2""",33233.583,1065,-0.10
32,T28,T28,Scott Stallings,84,"31' 2""",24460.083,785,-0.05
33,34,34,Davis Love III,70,"31' 3""",19757.583,633,-0.09
34,T35,T35,Robert Allenby,84,"31' 4""",27048.5,863,-0.13
35,T35,T35,Sung Kang,63,"31' 4""",18739.083,598,-0.07
36,T35,T35,Webb Simpson,98,"31' 4""",31934.5,1018,-0.19
37,T38,T38,John Rollins,85,"31' 5""",28390.917,903,-0.11
38,T38,T38,Chris Stroud,88,"31' 5""",28730.0,914,-0.04
39,T40,T40,Jim Renner,65,"31' 6""",19455.833,617,-0.09
40,T40,T40,Brendan Steele,89,"31' 6""",30337.917,964,-0.06
41,42,42,Michael Thompson,79,"31' 7""",26842.75,850,-0.08
42,T43,T43,K.J. Choi,77,"31' 8""",22554.833,713,-0.10
43,T43,T43,David Mathis,83,"31' 8""",28170.417,890,-0.05
44,T45,T45,Troy Matteson,91,"31' 9""",29601.333,933,-0.06
45,T45,T45,Alex Prugh,82,"31' 9""",25107.0,790,-0.04
46,T47,T47,Camilo Villegas,69,"31' 10""",21621.083,680,-0.06
47,T47,T47,Nick Watney,80,"31' 10""",22677.083,712,-0.15
48,T49,T49,Arjun Atwal,91,"31' 11""",30201.833,947,-0.07
49,T49,T49,Jerry Kelly,85,"31' 11""",29094.667,912,-0.10
50,T49,T49,Matt McQuillan,59,"31' 11""",19514.333,612,-0.06
51,T49,T49,Dean Wilson,62,"31' 11""",22613.083,708,-0.05
52,T53,T53,Brendon de Jonge,105,"32' 0""",36858.167,1152,-0.11
53,T53,T53,Marc Leishman,87,"32' 0""",28800.5,899,-0.09
54,T53,T53,Spencer Levin,113,"32' 0""",37007.083,1155,-0.09
55,T53,T53,Bo Van Pelt,92,"32' 0""",27374.583,856,-0.12
56,T57,T57,Stephen Ames,69,"32' 1""",24981.333,778,-0.01
