,Best_Rounds_in_60s_Streak_RANK THIS WEEK,Best_Rounds_in_60s_Streak_RANK LAST WEEK,Best_Rounds_in_60s_Streak_PLAYER NAME,Best_Rounds_in_60s_Streak_CAREER BEST STREAK,Best_Rounds_in_60s_Streak_BEST YTD STREAK,Best_Rounds_in_60s_Streak_CURRENT STREAK
0,1,1,Bob Estes,17,,
1,2,2,Charles Howell III,16,6.0,
2,T3,T3,Chris DiMarco,14,,
3,T3,T3,Scott Hoch,14,,
4,T3,T3,Johnson Wagner,14,14.0,
5,T3,T3,Tiger Woods,14,3.0,
6,T7,T7,Brendon de Jonge,13,7.0,
7,T7,T7,Harrison Frazar,13,1.0,
8,T7,T7,Chris Kirk,13,5.0,
9,T7,T7,Davis Love III,13,4.0,
10,T7,T7,Scott Piercy,13,9.0,
11,T7,T7,Webb Simpson,13,5.0,
12,T13,T13,Briny Baird,12,,
13,T13,T13,Joe Durant,12,,
14,T13,T13,Billy Horschel,12,4.0,
15,T13,T13,Shigeki Maruyama,12,,
16,T13,T13,Mark O'Meara,12,1.0,
17,T13,T13,Tim Petrovic,12,2.0,
18,T13,T13,Chris Riley,12,1.0,
19,T13,T13,Kevin Sutherland,12,,
20,T13,T13,David Toms,12,5.0,
21,T22,T22,Brian Bateman,11,,
22,T22,T22,Steven Bowditch,11,9.0,
23,T22,T22,Jonathan Byrd,11,5.0,
24,T22,T22,Ben Crane,11,2.0,
25,T22,T22,Jason Day,11,11.0,
26,T22,T22,David Edwards,11,,
27,T22,T22,Jim Furyk,11,7.0,
28,T22,T22,J.P. Hayes,11,,
29,T22,T22,Jerry Kelly,11,5.0,
30,T22,T22,Bernhard Langer,11,,
31,T22,T22,Bruce Lietzke,11,,
32,T22,T22,Mark McCumber,11,,
33,T22,T22,Rory McIlroy,11,4.0,
34,T22,T22,Jerry Pate,11,,
35,T22,T22,Kenny Perry,11,4.0,
36,T22,T22,John Senden,11,3.0,
37,T22,T22,Scott Verplank,11,1.0,
38,T39,T39,Woody Austin,10,1.0,
39,T39,T39,Chad Campbell,10,4.0,
40,T39,T39,Fred Couples,10,,
41,T39,T39,Brian Davis,10,6.0,
42,T39,T39,Steve Flesch,10,2.0,
43,T39,T39,Carlos Franco,10,,
44,T39,T39,David Frost,10,,
45,T39,T39,Fred Funk,10,3.0,
46,T39,T39,Robert Gamez,10,,
47,T39,T39,Lucas Glover,10,4.0,
48,T39,T39,Retief Goosen,10,2.0,
49,T39,T39,Zach Johnson,10,7.0,
50,T39,T39,Matt Kuchar,10,4.0,
51,T39,T39,Rocco Mediate,10,,
52,T39,T39,Corey Pavin,10,,
53,T39,T39,David Peoples,10,,
54,T39,T39,Tom Pernice Jr.,10,,
55,T39,T39,Carl Pettersson,10,5.0,
56,T39,T39,Mike Reid,10,,
57,T39,T39,Loren Roberts,10,,
58,T39,T39,Gene Sauers,10,,
59,T39,T39,Tom Sieckmann,10,,
60,T39,T39,Joey Sindelar,10,,
61,T39,T39,Chris Smith,10,3.0,
62,T39,T39,Brandt Snedeker,10,5.0,
63,T39,T39,Kevin Streelman,10,5.0,
64,T39,T39,Jhonattan Vegas,10,3.0,
65,T39,T39,Grant Waite,10,,
66,T67,T67,Billy Andrade,9,,
67,T67,T67,Stuart Appleby,9,7.0,
68,T67,T67,Tommy Armour III,9,,
69,T67,T67,Aaron Baddeley,9,3.0,
70,T67,T67,Cameron Beckman,9,1.0,
71,T67,T67,Notah Begay III,9,,
72,T67,T67,Bart Bryant,9,,
73,T67,T67,Brad Bryant,9,,
74,T67,T67,Mark Calcavecchia,9,,
75,T67,T67,Bud Cauley,9,,
76,T67,T67,K.J. Choi,9,3.0,
77,T67,T67,Stewart Cink,9,3.0,
78,T67,T67,Lennie Clements,9,,
79,T67,T67,Ernie Els,9,2.0,
80,T67,T67,Rickie Fowler,9,9.0,
81,T67,T67,Sergio Garcia,9,4.0,
82,T67,T67,Brian Gay,9,,
83,T67,T67,Paul Goydos,9,1.0,
84,T67,T67,Jay Haas,9,,
85,T67,T67,Bill Haas,9,4.0,
86,T67,T67,Padraig Harrington,9,2.0,
87,T67,T67,Justin Hicks,9,2.0,
88,T67,T67,John Huston,9,,
89,T67,T67,Tom Lehman,9,1.0,
90,T67,T67,Justin Leonard,9,4.0,
91,T67,T67,Steve Marino,9,,
92,T67,T67,Troy Matteson,9,2.0,
93,T67,T67,Blaine McCallister,9,,
94,T67,T67,Phil Mickelson,9,4.0,
95,T67,T67,Francesco Molinari,9,5.0,
96,T67,T67,Gil Morgan,9,,
97,T67,T67,Kevin Na,9,3.0,
98,T67,T67,Greg Norman,9,,
99,T67,T67,Jesper Parnevik,9,,
100,T67,T67,Chris Perry,9,,
101,T67,T67,Heath Slocum,9,2.0,
102,T67,T67,Jeff Sluman,9,,
103,T67,T67,Steve Stricker,9,2.0,
104,T67,T67,Hal Sutton,9,,
105,T67,T67,Nicholas Thompson,9,4.0,
106,T67,T67,Brendon Todd,9,6.0,
107,T67,T67,Kirk Triplett,9,,
108,T67,T67,Bob Tway,9,,
109,T67,T67,Mike Weir,9,1.0,
110,T67,T67,Mark Wilson,9,4.0,
111,T112,T112,John Adams,8,,
112,T112,T112,Robert Allenby,8,2.0,
113,T112,T112,Paul Azinger,8,,
114,T112,T112,Ian Baker-Finch,8,,
115,T112,T112,Andy Bean,8,,
116,T112,T112,Matt Bettencourt,8,2.0,
117,T112,T112,Jason Bohn,8,7.0,
118,T112,T112,Keegan Bradley,8,3.0,
119,T112,T112,Rex Caldwell,8,,
120,T112,T112,Jim Carter,8,,
121,T112,T112,Bobby Clampett,8,,
122,T112,T112,Tim Clark,8,3.0,
123,T112,T112,Russ Cochran,8,,
124,T112,T112,Chad Collins,8,7.0,
125,T112,T112,John Cook,8,,
126,T112,T112,Ken Duke,8,5.0,
127,T112,T112,David Duval,8,1.0,
128,T112,T112,Matt Every,8,4.0,
129,T112,T112,Bob Gilder,8,,
130,T112,T112,Bill Glasson,8,,
131,T112,T112,Hubert Green,8,,
132,T112,T112,Ken Green,8,,
133,T112,T112,Donnie Hammond,8,,
134,T112,T112,Dudley Hart,8,2.0,
135,T112,T112,Mark Hayes,8,,
136,T112,T112,Jim Herman,8,4.0,
137,T112,T112,Charley Hoffman,8,4.0,
138,T112,T112,Mike Hulbert,8,,
139,T112,T112,Hale Irwin,8,,
140,T112,T112,Dustin Johnson,8,4.0,
141,T112,T112,Steve Jones,8,,
142,T112,T112,Matt Jones,8,4.0,
143,T112,T112,Tom Kite,8,,
144,T112,T112,Jeff Klauk,8,,
145,T112,T112,Greg Kraft,8,,
146,T112,T112,Martin Laird,8,8.0,
147,T112,T112,Danny Lee,8,8.0,
148,T112,T112,Ian Leggatt,8,,
149,T112,T112,Marc Leishman,8,3.0,
150,T112,T112,Spencer Levin,8,5.0,
151,T112,T112,David Lingmerth,8,4.0,
152,T112,T112,Steve Lowery,8,1.0,
153,T112,T112,Bill Lunde,8,3.0,
154,T112,T112,George McNeill,8,4.0,
155,T112,T112,Larry Mize,8,,
156,T112,T112,Bryce Molder,8,5.0,
157,T112,T112,Ryan Moore,8,5.0,
158,T112,T112,Arron Oberholser,8,,
159,T112,T112,Jeff Overton,8,6.0,
160,T112,T112,Greg Owen,8,4.0,
161,T112,T112,Craig Parry,8,,
162,T112,T112,Calvin Peete,8,,
163,T112,T112,D.A. Points,8,3.0,
164,T112,T112,Nick Price,8,,
165,T112,T112,John Rollins,8,3.0,
166,T112,T112,Rory Sabbatini,8,6.0,
167,T112,T112,Vijay Singh,8,3.0,
168,T112,T112,Craig Stadler,8,,
169,T112,T112,Kevin Stadler,8,1.0,
170,T112,T112,Shawn Stefani,8,8.0,
171,T112,T112,Curtis Strange,8,,
172,T112,T112,Robert Streb,8,8.0,
173,T112,T112,Josh Teater,8,3.0,
