,Accuracy_Rating_RANK THIS WEEK,Accuracy_Rating_RANK LAST WEEK,Accuracy_Rating_PLAYER NAME,Accuracy_Rating_EVENTS,Accuracy_Rating_RATING
0,1,1,Nick Mason,1,8.5
1,2,2,Aaron Wise,1,8.3
2,3,3,Ben Taylor,1,8.2
3,4,4,Joe Affrunti,1,8.1
4,T5,T5,Brian Davis,1,8.0
5,T5,T5,Adam Scott,14,8.0
6,T5,T5,Omar Uresti,1,8.0
7,8,8,Richard Lee,1,7.9
8,T9,T9,Justin Hicks,5,7.8
9,T9,T9,Russell Knox,15,7.8
10,T9,T9,Pat Perez,1,7.8
11,T12,T12,Ryan Armour,1,7.7
12,T12,T12,Grégory Bourdy,1,7.7
13,T12,T12,Tim Clark,1,7.7
14,T12,T12,Austin Connelly,1,7.7
15,T12,T12,David Hearn,16,7.7
16,T12,T12,Wes Homan,1,7.7
17,T12,T12,Hideki Matsuyama,13,7.7
18,T12,T12,Graeme McDowell,7,7.7
19,T12,T12,Henrik Stenson,6,7.7
20,T12,T12,Marc Turnesa,2,7.7
21,T22,T22,Jason Gore,10,7.6
22,T22,T22,Michael Johnson,1,7.6
23,T22,T22,Jerry Kelly,12,7.6
24,T25,T25,Thomas Aiken,9,7.5
25,T25,T25,Paul Casey,13,7.5
26,T25,T25,Emiliano Grillo,17,7.5
27,T25,T25,Kent Jones,1,7.5
28,T25,T25,D.J. Trahan,2,7.5
29,T25,T25,Boo Weekley,13,7.5
30,T31,T31,Tyler Aldridge,12,7.4
31,T31,T31,Victor Dubuisson,1,7.4
32,T31,T31,Jason Dufner,20,7.4
33,T31,T31,Jim Furyk,10,7.4
34,T31,T31,Robert Garrigus,13,7.4
35,T31,T31,Lucas Glover,15,7.4
36,T31,T31,Tyrrell Hatton,2,7.4
37,T31,T31,Jim Herman,14,7.4
38,T31,T31,Dustin Johnson,16,7.4
39,T31,T31,Kevin Kisner,16,7.4
40,T31,T31,Colt Knost,15,7.4
41,T31,T31,Rory McIlroy,11,7.4
42,T31,T31,John Merrick,4,7.4
43,T31,T31,Chez Reavie,16,7.4
44,T31,T31,Vaughn Taylor,12,7.4
45,T31,T31,David Toms,11,7.4
46,T47,T47,Blayne Barber,14,7.3
47,T47,T47,Wesley Bryan,3,7.3
48,T47,T47,K.J. Choi,14,7.3
49,T47,T47,Graham DeLaet,12,7.3
50,T47,T47,Russell Henley,13,7.3
51,T47,T47,Ryo Ishikawa,1,7.3
52,T47,T47,David Lingmerth,14,7.3
53,T47,T47,Ryan Moore,15,7.3
54,T47,T47,Louis Oosthuizen,9,7.3
