,FedExCup_Standings_RANK THIS WEEK,FedExCup_Standings_RANK LAST WEEK,FedExCup_Standings_PLAYER NAME,FedExCup_Standings_EVENTS,FedExCup_Standings_POINTS,FedExCup_Standings_# OF WINS,FedExCup_Standings_# OF TOP 10'S,FedExCup_Standings_POINTS BEHIND LEAD,FedExCup_Standings_RESET POINTS
34,35,35,Anthony Kim,21,1420.0,,3.0,7276.0,
35,36,36,Tim Clark,21,1395.0,,4.0,7301.0,
36,37,37,Charley Hoffman,24,1393.0,,3.0,7303.0,
37,38,38,Sergio Garcia,17,1379.0,,3.0,7317.0,
38,39,39,Justin Leonard,24,1371.0,,5.0,7325.0,
39,40,40,Matt Kuchar,22,1364.0,,3.0,7332.0,
40,41,41,Bill Haas,26,1362.0,,4.0,7334.0,
41,42,42,Camilo Villegas,21,1336.0,,4.0,7360.0,
42,43,43,Robert Allenby,20,1326.0,,3.0,7370.0,
43,44,44,Kevin Sutherland,25,1276.0,,2.0,7420.0,
44,45,45,John Rollins,24,1266.0,1.0,4.0,7430.0,
45,46,46,Pat Perez,21,1233.0,1.0,2.0,7463.0,
46,47,47,Ryan Moore,24,1215.0,1.0,4.0,7481.0,
47,48,48,Jason Day,18,1213.0,,2.0,7483.0,
48,49,49,Charles Howell III,26,1202.0,,3.0,7494.0,
49,50,50,Bo Van Pelt,26,1195.0,1.0,4.0,7501.0,
50,51,51,Davis Love III,24,1166.0,,2.0,7530.0,
51,52,52,Paul Casey,12,1161.0,1.0,3.0,7535.0,
52,53,53,Bubba Watson,23,1140.0,,2.0,7556.0,
53,54,54,Paul Goydos,22,1120.0,,4.0,7576.0,
54,55,55,Stephen Ames,20,1102.0,,4.0,7594.0,
55,56,56,Charlie Wi,25,1101.0,,3.0,7595.0,
56,57,57,Freddie Jacobson,21,1087.0,,3.0,7609.0,
57,58,58,Brian Davis,28,1045.0,,3.0,7651.0,
58,59,59,Chad Campbell,24,1043.0,,2.0,7653.0,
59,60,60,John Mallinger,24,1037.0,,4.0,7659.0,
60,61,61,Ben Crane,23,996.0,,4.0,7700.0,
61,62,62,Webb Simpson,26,986.0,,3.0,7710.0,
62,63,63,Nathan Green,27,910.0,1.0,1.0,7786.0,
63,64,64,Bryce Molder,19,894.0,,2.0,7802.0,
64,65,65,Woody Austin,22,892.0,,3.0,7804.0,
65,66,66,Jonathan Byrd,21,888.0,,2.0,7808.0,
66,67,67,Jeff Overton,24,880.0,,3.0,7816.0,
67,68,68,Jason Bohn,22,876.0,,2.0,7820.0,
68,69,69,J.B. Holmes,23,843.0,,2.0,7853.0,
69,70,70,Bob Estes,23,824.0,,2.0,7872.0,
70,71,71,Brett Quigley,25,812.0,,3.0,7884.0,
71,72,72,D.A. Points,25,808.0,,3.0,7888.0,
72,73,73,Boo Weekley,22,802.0,,1.0,7894.0,
73,74,74,Mathew Goggin,23,782.0,,3.0,7914.0,
74,75,75,John Merrick,24,762.0,,4.0,7934.0,
75,76,76,Kevin Streelman,25,758.0,,2.0,7938.0,
76,77,77,Greg Owen,26,756.0,,1.0,7940.0,
77,78,78,Troy Matteson,27,754.0,,,7942.0,
78,79,79,Lee Janzen,22,738.0,,2.0,7958.0,
79,80,80,Briny Baird,25,733.0,,3.0,7963.0,
80,81,81,Vijay Singh,21,719.0,,3.0,7977.0,
81,82,82,Scott McCarron,25,719.0,,3.0,7977.0,
82,83,83,J.J. Henry,26,709.0,,3.0,7987.0,
83,84,84,Fred Couples,15,709.0,,4.0,7987.0,
84,85,85,Justin Rose,20,704.0,,1.0,7992.0,
85,86,86,Michael Letzig,24,697.0,,2.0,7999.0,
86,87,87,Greg Chalmers,23,696.0,,2.0,8000.0,
87,88,88,Scott Piercy,25,683.0,,2.0,8013.0,
88,89,89,Tim Petrovic,27,655.0,,4.0,8041.0,
89,90,90,Jeff Klauk,25,645.0,,2.0,8051.0,
90,91,91,Richard Johnson,22,599.0,,2.0,8097.0,
91,92,92,Rod Pampling,22,592.0,,2.0,8104.0,
92,93,93,Ted Purdy,26,580.0,,1.0,8116.0,
93,94,94,James Nitties,25,560.0,,2.0,8136.0,
94,95,95,Kevin Stadler,19,557.0,,1.0,8139.0,
95,96,96,D.J. Trahan,26,549.0,,2.0,8147.0,
96,97,97,Daniel Chopra,25,549.0,,2.0,8147.0,
97,98,98,Cameron Beckman,22,521.0,,2.0,8175.0,
98,99,99,Nick O'Hern,23,512.0,,1.0,8184.0,
99,100,100,Ryuji Imada,23,504.0,,,8192.0,
100,101,101,K.J. Choi,21,492.0,,1.0,8204.0,
101,102,102,Ben Curtis,17,491.0,,1.0,8205.0,
102,103,103,Chris Riley,18,489.0,,1.0,8207.0,
103,104,104,Harrison Frazar,24,483.0,,,8213.0,
104,105,105,George McNeill,22,480.0,,1.0,8216.0,
105,106,106,Matt Bettencourt,27,463.0,,2.0,8233.0,
106,107,107,Bill Lunde,24,444.0,,1.0,8252.0,
107,108,108,Michael Allen,19,440.0,,1.0,8256.0,
108,109,109,Robert Garrigus,21,433.0,,1.0,8263.0,
109,110,110,Adam Scott,18,432.0,,1.0,8264.0,
110,111,111,Aaron Baddeley,20,431.0,,2.0,8265.0,
111,112,112,James Driscoll,17,428.0,,1.0,8268.0,
112,113,113,Jeff Quinney,22,425.0,,2.0,8271.0,
113,114,114,Tim Herron,23,421.0,,,8275.0,
114,115,115,Vaughn Taylor,25,416.0,,1.0,8280.0,
115,116,116,Alex Cejka,22,416.0,,2.0,8280.0,
116,117,117,Mark Calcavecchia,19,411.0,,3.0,8285.0,
117,118,118,Chris DiMarco,25,391.0,,,8305.0,
118,119,119,Steve Flesch,23,389.0,,2.0,8307.0,
119,120,120,Chris Stroud,25,379.0,,1.0,8317.0,
120,121,121,Joe Ogilvie,25,377.0,,1.0,8319.0,
121,122,122,David Mathis,23,377.0,,,8319.0,
122,123,123,Todd Hamilton,25,369.0,,1.0,8327.0,
123,124,124,Roland Thatcher,12,364.0,,2.0,8332.0,
124,125,125,Jeff Maggert,24,363.0,,2.0,8333.0,
125,126,126,Matt Jones,14,353.0,,2.0,8343.0,
126,127,127,Ken Duke,25,352.0,,,8344.0,
127,128,128,Rich Beem,22,347.0,,1.0,8349.0,
128,129,129,Corey Pavin,21,334.0,,,8362.0,
129,130,130,Tom Watson,2,330.0,,1.0,8366.0,
130,131,131,Charles Warren,18,330.0,,,8366.0,
131,132,132,Andres Romero,17,329.0,,1.0,8367.0,
132,133,133,Rocco Mediate,18,327.0,,1.0,8369.0,
133,134,134,Ryan Palmer,23,324.0,,1.0,8372.0,
134,135,135,Cliff Kresge,24,319.0,,1.0,8377.0,
135,136,136,Aron Price,23,317.0,,1.0,8379.0,
136,137,137,Brendon de Jonge,25,315.0,,2.0,8381.0,
137,138,138,Nicholas Thompson,27,315.0,,,8381.0,
138,139,139,Michael Bradley,14,306.0,1.0,1.0,8390.0,
139,140,140,Tommy Armour III,15,302.0,,1.0,8394.0,
140,141,141,Stuart Appleby,22,302.0,,1.0,8394.0,
141,142,142,Ricky Barnes,19,300.0,,1.0,8396.0,
142,143,143,Spencer Levin,21,295.0,,1.0,8401.0,
143,144,144,Will MacKenzie,20,292.0,,2.0,8404.0,
144,145,145,Dean Wilson,25,291.0,,,8405.0,
145,146,146,Martin Laird,21,289.0,,1.0,8407.0,
146,147,147,Tom Lehman,14,285.0,,1.0,8411.0,
147,148,148,Jimmy Walker,20,284.0,,1.0,8412.0,
148,149,149,David Duval,18,274.0,,1.0,8422.0,
149,150,150,Glen Day,22,273.0,,,8423.0,
150,151,151,Johnson Wagner,23,268.0,,1.0,8428.0,
151,152,152,Matt Weibring,18,264.0,,1.0,8432.0,
152,153,153,Steve Lowery,23,262.0,,,8434.0,
153,154,154,Carl Pettersson,25,258.0,,,8438.0,
154,155,155,Scott Sterling,16,258.0,,,8438.0,
155,156,156,Tom Pernice Jr.,22,255.0,,1.0,8441.0,
156,157,157,Brad Adamonis,23,253.0,,1.0,8443.0,
157,158,158,Trevor Immelman,13,248.0,,,8448.0,
158,159,159,Chez Reavie,24,240.0,,1.0,8456.0,
159,160,160,Brandt Jobe,8,227.0,,,8469.0,
160,161,161,Bart Bryant,17,227.0,,1.0,8469.0,
161,162,162,Billy Mayfair,24,225.0,,1.0,8471.0,
162,163,163,Jonathan Kaye,17,221.0,,1.0,8475.0,
163,164,164,Tag Ridings,15,220.0,,1.0,8476.0,
164,165,165,Patrick Sheehan,14,213.0,,,8483.0,
165,166,166,Casey Wittenberg,21,211.0,,1.0,8485.0,
166,167,167,Joe Durant,18,206.0,,1.0,8490.0,
167,168,168,Kris Blanks,17,202.0,,1.0,8494.0,
168,169,169,Shaun Micheel,16,201.0,,,8495.0,
169,170,170,Jason Gore,21,197.0,,2.0,8499.0,
170,171,171,Steve Elkington,19,194.0,,,8502.0,
171,172,172,Peter Lonard,26,182.0,,,8514.0,
172,173,173,Mark Brooks,17,182.0,,1.0,8514.0,
173,174,174,Jarrod Lyle,17,180.0,,1.0,8516.0,
174,175,175,Tim Wilkinson,14,177.0,,1.0,8519.0,
175,176,176,Parker McLachlin,21,173.0,,,8523.0,
176,177,177,Jay Williamson,18,172.0,,,8524.0,
177,178,178,Darron Stiles,17,169.0,,1.0,8527.0,
178,179,179,J.P. Hayes,15,168.0,,1.0,8528.0,
179,180,180,Kent Jones,20,162.0,,1.0,8534.0,
180,181,181,Brendon Todd,18,154.0,,,8542.0,
181,182,182,Frank Lickliter II,14,151.0,,,8545.0,
182,183,183,José María Olazábal,4,146.0,,1.0,8550.0,
183,184,184,Bob Heintz,16,144.0,,1.0,8552.0,
184,185,185,Shigeki Maruyama,5,141.0,,1.0,8555.0,
185,186,186,John Huston,13,133.0,,,8563.0,
186,187,187,Dudley Hart,13,130.0,,,8566.0,
187,188,188,Colt Knost,21,127.0,,,8569.0,
188,189,189,Marc Turnesa,26,125.0,,,8571.0,
189,190,190,Kirk Triplett,18,124.0,,,8572.0,
190,191,191,Tommy Gainey,15,122.0,,,8574.0,
191,192,192,Aaron Watkins,14,117.0,,1.0,8579.0,
192,193,193,Greg Kraft,19,112.0,,,8584.0,
193,194,194,Brian Vranesh,17,111.0,,1.0,8585.0,
194,195,195,Garrett Willis,6,108.0,,,8588.0,
195,196,196,"David Berganio, Jr.",15,93.0,,,8603.0,
196,197,197,Wil Collins,16,91.0,,,8605.0,
197,198,198,Mathias Grönberg,11,90.0,,,8606.0,
198,199,199,Peter Tomasulo,22,89.0,,,8607.0,
199,200,200,Omar Uresti,9,83.0,,1.0,8613.0,
200,201,201,Derek Fathauer,22,83.0,,,8613.0,
201,202,202,Scott Gutschewski,17,78.0,,,8618.0,
202,203,203,Paul Stankowski,9,75.0,,,8621.0,
203,204,204,Leif Olson,17,73.0,,,8623.0,
204,205,205,Dicky Pride,10,73.0,,1.0,8623.0,
205,206,206,Eric Axley,26,70.0,,,8626.0,
206,207,207,Gary Woodland,18,68.0,,,8628.0,
207,208,208,Ronnie Black,3,65.0,,,8631.0,
208,209,209,Chris Couch,8,57.0,,,8639.0,
209,210,210,Arjun Atwal,10,57.0,,,8639.0,
210,211,211,Bob Tway,12,56.0,,,8640.0,
211,212,212,Neal Lancaster,6,56.0,,,8640.0,
212,213,213,David Peoples,6,55.0,,,8641.0,
213,214,214,Guy Boros,7,55.0,,,8641.0,
214,215,215,John Daly,6,51.0,,,8645.0,
215,216,216,Loren Roberts,3,49.0,,,8647.0,
216,217,217,Carlos Franco,10,49.0,,,8647.0,
217,218,218,Sandy Lyle,2,47.0,,,8649.0,
218,219,219,Len Mattiace,1,44.0,,,8652.0,
219,220,220,Rick Price,19,43.0,,,8653.0,
220,221,221,Jesper Parnevik,14,42.0,,,8654.0,
221,222,222,James Oh,19,42.0,,,8654.0,
222,223,223,Mark Hensby,5,42.0,,,8654.0,
223,224,224,Larry Mize,1,39.0,,,8657.0,
224,225,225,Brad Faxon,20,39.0,,,8657.0,
225,226,226,Chris Smith,3,37.0,,,8659.0,
226,227,227,Jay Delsing,7,35.0,,,8661.0,
227,228,228,Arron Oberholser,3,30.0,,,8666.0,
228,229,229,Skip Kendall,3,29.0,,,8667.0,
229,230,230,Marco Dawson,6,28.0,,,8668.0,
230,231,231,Notah Begay III,15,28.0,,,8668.0,
231,232,232,Jeff Sluman,2,25.0,,,8671.0,
232,233,233,Robert Damron,5,23.0,,,8673.0,
233,234,234,Tom Byrum,4,23.0,,,8673.0,
234,235,235,Scott Hoch,1,22.0,,,8674.0,
235,236,236,Stephen Leaney,11,20.0,,,8676.0,
236,237,237,José Coceres,6,20.0,,,8676.0,
237,238,238,Brian Bateman,21,17.0,,,8679.0,
238,239,239,Troy Kelly,16,15.0,,,8681.0,
239,240,240,Spike McRoy,1,14.0,,,8682.0,
240,241,241,Fred Funk,6,12.0,,,8684.0,
241,242,242,Tom Scherrer,2,11.0,,,8685.0,
242,243,243,Steve Allan,17,10.0,,,8686.0,
243,244,244,Matthew Borchert,17,8.0,,,8688.0,
244,245,245,Billy Andrade,17,7.0,,,8689.0,
245,246,246,Grant Waite,2,7.0,,,8689.0,
246,247,247,Tyler Aldridge,16,5.0,,,8691.0,
247,248,248,David Gossett,5,4.0,,,8692.0,
248,249,249,Paul Azinger,8,1.0,,,8695.0,
249,250,250,Olin Browne,9,1.0,,,8695.0,
250,251,251,Mark O'Meara,2,1.0,,,8695.0,
251,252,252,Greg Norman,3,1.0,,,8695.0,
252,253,253,Steve Pate,4,1.0,,,8695.0,
253,254,254,Robin Freeman,5,1.0,,,8695.0,
254,255,255,J.L. Lewis,4,,,,8696.0,
