,SG_Tee-to-Green_RANK THIS WEEK,SG_Tee-to-Green_RANK LAST WEEK,SG_Tee-to-Green_PLAYER NAME,SG_Tee-to-Green_ROUNDS,SG_Tee-to-Green_AVERAGE,SG_Tee-to-Green_SG:OTT,SG_Tee-to-Green_SG:APR,SG_Tee-to-Green_SG:ARG,SG_Tee-to-Green_MEASURED ROUNDS
0,1,1,Dustin Johnson,77,1.9869999999999999,0.919,0.8290000000000001,0.23800000000000002,62
1,2,2,Francesco Molinari,73,1.61,0.69,0.593,0.327,57
2,3,3,Justin Thomas,91,1.5630000000000002,0.408,0.8440000000000001,0.311,68
3,4,4,Justin Rose,70,1.527,0.551,0.526,0.45,53
4,5,5,Henrik Stenson,60,1.36,0.42700000000000005,0.96,-0.027000000000000003,44
5,6,6,Rory McIlroy,64,1.351,0.7609999999999999,0.26899999999999996,0.322,51
6,7,7,Luke List,98,1.337,0.795,0.19399999999999998,0.349,78
7,8,8,Tiger Woods,68,1.33,0.061,0.883,0.385,59
8,9,9,Tommy Fleetwood,73,1.2819999999999998,0.58,0.405,0.29600000000000004,54
9,10,10,Patrick Cantlay,87,1.278,0.622,0.509,0.146,67
10,11,11,Bryson DeChambeau,93,1.212,0.586,0.556,0.07,78
11,12,12,Ryan Moore,78,1.2109999999999999,0.406,0.532,0.273,66
12,13,13,Tony Finau,105,1.203,0.48100000000000004,0.5,0.222,81
13,14,14,Keegan Bradley,98,1.151,0.237,0.888,0.026000000000000002,80
14,15,15,Byeong Hun An,86,1.091,0.475,0.44799999999999995,0.16699999999999998,73
15,T16,T16,Hideki Matsuyama,75,1.064,0.19399999999999998,0.727,0.14300000000000002,57
16,T16,T16,Adam Scott,78,1.064,0.3,0.639,0.125,60
17,18,18,Gary Woodland,96,1.0590000000000002,0.8029999999999999,0.484,-0.228,70
18,19,19,Brooks Koepka,64,1.052,0.6579999999999999,0.23199999999999998,0.162,54
19,20,20,Jon Rahm,71,1.0390000000000001,0.8170000000000001,0.047,0.17600000000000002,51
20,21,21,Rickie Fowler,74,0.98,0.244,0.494,0.242,61
21,22,22,Kevin Streelman,94,0.868,0.439,0.415,0.013999999999999999,82
22,23,23,Jordan Spieth,81,0.863,0.271,0.409,0.184,66
23,24,24,Scott Piercy,84,0.8590000000000001,0.209,0.5529999999999999,0.09699999999999999,68
24,25,25,Rafa Cabrera Bello,75,0.8390000000000001,0.256,0.48700000000000004,0.096,48
25,26,26,Paul Casey,74,0.833,0.138,0.586,0.109,49
26,27,27,Zach Johnson,94,0.8290000000000001,-0.059000000000000004,0.46299999999999997,0.425,72
27,28,28,Stewart Cink,87,0.81,0.057,0.698,0.055,67
28,29,29,Patrick Reed,94,0.7829999999999999,0.051,0.187,0.545,63
29,30,30,J.B. Holmes,77,0.7559999999999999,0.565,0.159,0.032,68
30,31,31,Webb Simpson,95,0.741,-0.11599999999999999,0.486,0.37,81
31,32,32,Billy Horschel,86,0.72,0.5379999999999999,0.35200000000000004,-0.16899999999999998,77
32,33,33,Joel Dahmen,93,0.677,0.3,0.381,-0.004,71
33,34,34,Kevin Chappell,77,0.6679999999999999,0.608,0.29600000000000004,-0.23600000000000002,62
34,35,35,Chris Kirk,108,0.659,-0.048,0.518,0.19,96
35,36,36,Chesson Hadley,103,0.65,0.146,0.606,-0.102,89
36,37,37,Kyle Stanley,93,0.649,0.37799999999999995,0.298,-0.027000000000000003,67
37,38,38,Ian Poulter,73,0.627,0.141,0.435,0.051,50
38,39,39,Brendan Steele,74,0.604,0.557,0.243,-0.195,54
39,40,40,Tyrrell Hatton,58,0.603,0.14800000000000002,0.20199999999999999,0.252,42
40,41,41,Emiliano Grillo,94,0.5870000000000001,0.364,0.345,-0.122,73
41,42,42,Tyler Duncan,97,0.583,0.273,0.47600000000000003,-0.166,81
42,43,43,Charles Howell III,104,0.5820000000000001,0.324,0.163,0.095,78
43,44,44,Corey Conners,97,0.579,0.501,0.275,-0.198,79
44,45,45,Bubba Watson,90,0.5539999999999999,0.78,0.005,-0.231,68
45,46,46,Louis Oosthuizen,62,0.5479999999999999,0.401,-0.261,0.408,46
46,47,47,C.T. Pan,104,0.544,0.215,0.267,0.063,82
47,48,48,Shane Lowry,64,0.524,0.331,0.245,-0.052000000000000005,51
48,49,49,Jason Kokrak,99,0.517,0.36,0.257,-0.10099999999999999,88
49,50,50,Jason Day,75,0.515,0.17600000000000002,-0.14,0.479,49
50,51,51,Sam Ryder,82,0.503,0.203,0.39899999999999997,-0.099,70
51,52,52,Marc Leishman,93,0.498,-0.006,0.21100000000000002,0.292,73
52,53,53,Daniel Berger,81,0.49700000000000005,0.1,0.5429999999999999,-0.145,62
53,T54,T54,Adam Hadwin,92,0.49,0.057,0.166,0.267,66
54,T54,T54,Cameron Percy,56,0.49,0.24100000000000002,0.039,0.21,41
55,56,56,Keith Mitchell,99,0.486,0.706,-0.128,-0.092,83
56,57,57,Chez Reavie,93,0.483,0.183,0.43700000000000006,-0.13699999999999998,60
57,58,58,Russell Knox,94,0.47100000000000003,0.059000000000000004,0.263,0.149,74
58,59,59,Aaron Wise,90,0.46399999999999997,0.41,0.012,0.042,80
59,60,60,Branden Grace,67,0.46299999999999997,0.163,0.174,0.125,44
60,61,61,Lucas Glover,65,0.462,0.514,-0.043,-0.008,46
61,62,62,Xander Schauffele,96,0.44799999999999995,0.24,0.235,-0.027000000000000003,72
62,63,63,J.J. Spaun,85,0.441,0.28600000000000003,0.41,-0.255,71
63,64,64,James Hahn,85,0.431,0.32299999999999995,0.081,0.027999999999999997,69
64,T65,T65,Phil Mickelson,90,0.42,-0.225,0.555,0.091,70
65,T65,T65,Andrew Putnam,97,0.42,-0.146,0.38,0.187,77
66,67,67,Charley Hoffman,87,0.39799999999999996,0.254,0.21600000000000003,-0.071,68
67,68,68,Ryan Armour,109,0.395,-0.012,0.213,0.19399999999999998,96
68,69,69,Jamie Lovemark,92,0.37799999999999995,-0.10099999999999999,-0.04,0.519,78
69,T70,T70,Abraham Ancer,98,0.376,0.325,0.07400000000000001,-0.022000000000000002,83
70,T70,T70,J.J. Henry,81,0.376,0.174,0.34,-0.138,63
71,72,72,Russell Henley,77,0.374,0.09300000000000001,0.467,-0.18600000000000003,58
72,T73,T73,Kiradech Aphibarnrat,51,0.373,0.485,-0.247,0.135,34
73,T73,T73,Bronson Burgoon,69,0.373,0.309,0.371,-0.307,57
74,75,75,Aaron Baddeley,84,0.366,-0.345,0.11699999999999999,0.595,70
75,76,76,Robert Garrigus,80,0.35600000000000004,0.21,0.331,-0.18600000000000003,68
76,77,77,Scott Stallings,96,0.341,-0.008,0.373,-0.025,80
77,78,78,Alex Cejka,77,0.302,-0.024,-0.16899999999999998,0.495,60
78,T79,T79,Rory Sabbatini,91,0.299,0.217,-0.152,0.23399999999999999,75
79,T79,T79,Vaughn Taylor,83,0.299,-0.005,0.305,-0.002,70
80,81,81,Ryan Palmer,69,0.297,0.235,0.23600000000000002,-0.174,60
81,82,82,Alex Noren,67,0.28600000000000003,0.20800000000000002,0.107,-0.028999999999999998,49
82,83,83,Kevin Tway,110,0.27699999999999997,0.271,0.032,-0.026000000000000002,90
83,84,84,Kevin Na,91,0.268,-0.37799999999999995,0.273,0.373,70
84,85,85,Austin Cook,107,0.254,0.12,-0.045,0.179,92
85,86,86,Peter Uihlein,83,0.247,0.132,-0.04,0.156,65
86,87,87,Tom Hoge,101,0.235,0.018000000000000002,0.297,-0.079,83
87,T88,T88,Matt Kuchar,88,0.228,-0.19899999999999998,0.21600000000000003,0.21100000000000002,65
88,T88,T88,Nate Lashley,51,0.228,0.111,0.036000000000000004,0.08,35
89,90,90,Graeme McDowell,67,0.21899999999999997,0.124,0.046,0.049,46
90,91,91,Martin Laird,73,0.18899999999999997,-0.045,0.024,0.209,61
91,92,92,Mackenzie Hughes,80,0.163,-0.068,0.353,-0.122,68
92,93,93,Harold Varner III,91,0.149,0.204,-0.076,0.021,74
93,94,94,Brandt Snedeker,84,0.147,-0.145,-0.026000000000000002,0.318,74
94,95,95,Nick Watney,94,0.14300000000000002,0.17,0.141,-0.16699999999999998,80
95,96,96,Shawn Stefani,76,0.141,-0.09300000000000001,0.22,0.013000000000000001,60
96,T97,T97,Bill Haas,76,0.139,-0.177,-0.052000000000000005,0.368,66
97,T97,T97,Matt Jones,70,0.139,0.33299999999999996,-0.386,0.192,47
98,T99,T99,Troy Merritt,89,0.132,0.138,0.086,-0.092,73
99,T99,T99,Sam Saunders,80,0.132,0.35,-0.081,-0.138,67
100,101,101,Brian Gay,103,0.12300000000000001,-0.166,0.036000000000000004,0.253,92
101,102,102,Zac Blair,64,0.12,-0.345,0.07200000000000001,0.39399999999999996,46
102,103,103,Cameron Smith,85,0.10400000000000001,-0.14800000000000002,0.034,0.218,61
103,104,104,David Hearn,66,0.095,-0.17,0.379,-0.113,50
104,105,105,Bud Cauley,55,0.094,-0.113,-0.032,0.239,41
105,106,106,Johnson Wagner,75,0.092,-0.213,0.078,0.226,55
106,107,107,Jhonattan Vegas,92,0.08900000000000001,0.294,-0.081,-0.124,64
107,108,108,John Huh,94,0.083,-0.11,0.24,-0.047,82
108,T109,T109,Si Woo Kim,108,0.077,-0.013999999999999999,-0.2,0.29100000000000004,78
109,T109,T109,Nick Taylor,94,0.077,0.049,0.011000000000000001,0.017,74
110,111,111,Jason Dufner,71,0.068,0.256,-0.009000000000000001,-0.17800000000000002,52
111,112,112,Stephan Jaeger,81,0.054000000000000006,0.045,-0.166,0.175,63
112,113,113,Brandon Harkins,101,0.05,0.18100000000000002,-0.006,-0.124,85
113,114,114,Jimmy Walker,81,0.033,-0.43700000000000006,0.304,0.166,66
114,115,115,Jim Furyk,50,0.023,-0.392,0.179,0.235,46
115,116,116,Brian Harman,94,0.017,0.13699999999999998,-0.024,-0.096,72
116,117,117,Grayson Murray,72,0.013999999999999999,0.375,-0.34700000000000003,-0.015,59
117,118,118,J.T. Poston,73,0.003,0.381,-0.373,-0.005,57
118,119,119,Richy Werenski,98,-0.013999999999999999,0.077,-0.16899999999999998,0.077,74
119,120,120,Blayne Barber,69,-0.019,0.10099999999999999,-0.047,-0.073,60
120,121,121,William McGirt,84,-0.021,-0.306,0.091,0.19399999999999998,75
121,122,122,Sean O'Hair,67,-0.026000000000000002,0.21100000000000002,-0.073,-0.16399999999999998,57
122,T123,T123,Chad Campbell,87,-0.028999999999999998,-0.042,-0.01,0.023,67
123,T123,T123,Andrew Landry,82,-0.028999999999999998,0.20600000000000002,-0.083,-0.152,73
124,125,125,Ryan Blaum,81,-0.057999999999999996,0.011000000000000001,-0.07400000000000001,0.005,72
125,126,126,Patton Kizzire,92,-0.063,-0.294,0.381,-0.15,78
126,127,127,Ollie Schniederjans,91,-0.071,-0.41,0.09,0.25,77
127,128,128,Retief Goosen,60,-0.085,-0.392,0.389,-0.083,40
128,129,129,Anirban Lahiri,82,-0.095,0.07,-0.285,0.12,67
129,130,130,Danny Lee,88,-0.099,0.005,-0.155,0.051,70
130,T131,T131,Beau Hossler,104,-0.10099999999999999,0.281,-0.395,0.013000000000000001,90
131,T131,T131,Brian Stuard,103,-0.10099999999999999,-0.22699999999999998,0.099,0.026000000000000002,88
132,133,133,Fabián Gómez,88,-0.107,-0.062,-0.015,-0.03,71
133,134,134,Ben Martin,64,-0.11900000000000001,-0.142,0.11900000000000001,-0.096,57
134,135,135,Hunter Mahan,67,-0.13699999999999998,0.465,-0.149,-0.45299999999999996,51
135,136,136,Tom Lovelady,87,-0.14,0.379,-0.24,-0.27899999999999997,69
136,137,137,Trey Mullinax,75,-0.14400000000000002,0.506,-0.442,-0.207,59
137,138,138,Conrad Shindler,60,-0.147,0.114,-0.008,-0.252,44
138,139,139,Ben Crane,65,-0.157,-0.302,-0.038,0.184,46
139,140,140,Jonathan Byrd,70,-0.16,-0.542,0.043,0.33899999999999997,48
140,141,141,Pat Perez,82,-0.163,-0.063,-0.138,0.037000000000000005,51
141,142,142,"Ted Potter, Jr.",87,-0.16899999999999998,-0.07400000000000001,-0.2,0.105,77
142,143,143,Lanto Griffin,80,-0.17300000000000001,-0.046,-0.043,-0.084,60
143,144,144,Talor Gooch,78,-0.19399999999999998,-0.322,0.075,0.053,62
144,145,145,Steve Wheatcroft,60,-0.21100000000000002,0.11199999999999999,-0.065,-0.258,46
145,146,146,Hudson Swafford,73,-0.23199999999999998,0.225,-0.237,-0.221,52
146,147,147,Brice Garnett,99,-0.23399999999999999,0.188,-0.14400000000000002,-0.278,81
147,148,148,David Lingmerth,82,-0.235,0.006,-0.16,-0.081,69
148,149,149,Charl Schwartzel,65,-0.276,-0.035,-0.168,-0.073,42
149,150,150,Martin Flores,92,-0.278,-0.09699999999999999,-0.083,-0.098,72
150,151,151,Adam Schenk,86,-0.28,0.073,-0.262,-0.091,66
151,152,152,Xinjun Zhang,81,-0.297,0.139,-0.254,-0.182,57
152,153,153,Tyrone Van Aswegen,101,-0.313,-0.493,-0.008,0.187,83
153,154,154,Seamus Power,86,-0.319,0.076,-0.392,-0.003,66
154,155,155,Patrick Rodgers,97,-0.32799999999999996,-0.039,-0.32299999999999995,0.034,73
155,156,156,Brett Stegmaier,67,-0.353,-0.135,0.078,-0.29600000000000004,47
156,157,157,Denny McCarthy,71,-0.355,0.011000000000000001,-0.34700000000000003,-0.019,49
157,158,158,Dominic Bozzelli,65,-0.363,-0.244,-0.252,0.133,61
158,159,159,Peter Malnati,87,-0.374,-0.37200000000000005,-0.257,0.255,75
159,160,160,Chris Stroud,81,-0.391,-0.27699999999999997,-0.055999999999999994,-0.057999999999999996,58
160,161,161,Kelly Kraft,94,-0.395,-0.28600000000000003,0.017,-0.126,74
161,162,162,Harris English,84,-0.406,-0.21899999999999997,-0.297,0.111,68
162,163,163,Ben Silverman,90,-0.444,0.069,-0.385,-0.128,76
163,164,164,Michael Thompson,62,-0.446,-0.073,-0.423,0.05,56
164,165,165,Kevin Kisner,89,-0.47600000000000003,-0.043,-0.316,-0.11800000000000001,65
165,166,166,Robert Streb,78,-0.5,-0.68,0.096,0.084,60
166,167,167,Kyle Thompson,50,-0.512,-0.534,0.036000000000000004,-0.013999999999999999,36
167,168,168,Zecheng Dou,53,-0.531,-0.079,-0.265,-0.187,36
