,FedExCup_Standings_RANK THIS WEEK,FedExCup_Standings_RANK LAST WEEK,FedExCup_Standings_PLAYER NAME,FedExCup_Standings_EVENTS,FedExCup_Standings_POINTS,FedExCup_Standings_# OF WINS,FedExCup_Standings_# OF TOP 10'S,FedExCup_Standings_POINTS BEHIND LEAD,FedExCup_Standings_RESET POINTS
213,214,214,Tom Watson,5,51,,,6754.0,
214,215,215,Fred Couples,3,49,,,6756.0,
215,216,216,Mark Calcavecchia,8,49,,,6756.0,
216,217,217,Patrick Cantlay,5,48,,,6757.0,
217,218,218,Tiger Woods,7,45,,,6760.0,
218,219,219,Tag Ridings,12,42,,,6763.0,
219,220,220,Lee Janzen,8,41,,,6764.0,
220,221,221,Joe Ogilvie,13,40,,,6765.0,
221,222,222,Glen Day,5,40,,,6765.0,
222,T223,T223,Steve Flesch,5,37,,,6768.0,
223,T223,T223,Harrison Frazar,15,37,,,6768.0,
224,225,225,Justin Bolli,6,37,,,6768.0,
225,226,226,José María Olazábal,1,36,,,6769.0,
226,227,227,Alex Cejka,6,34,,,6771.0,
227,228,228,Dudley Hart,4,32,,,6773.0,
228,229,229,Marc Turnesa,6,31,,,6774.0,
229,230,230,Chris Smith,7,28,,,6777.0,
230,231,231,Sandy Lyle,2,25,,,6780.0,
231,232,232,Billy Mayfair,4,24,,,6781.0,
232,233,233,Edward Loar,19,23,,,6782.0,
233,234,234,Len Mattiace,4,21,,,6784.0,
234,T235,T235,Kent Jones,2,20,,,6785.0,
235,T235,T235,Larry Mize,1,20,,,6785.0,
236,237,237,Kris Blanks,8,19,,,6786.0,
237,238,238,D.J. Trahan,5,18,,,6787.0,
238,239,239,Chez Reavie,2,18,,,6787.0,
239,240,240,Benjamín Alvarado,6,15,,,6790.0,
240,241,241,Nathan Green,4,14,,,6791.0,
241,242,242,Ben Kohles,3,13,,,6792.0,
242,243,243,Vaughn Taylor,3,12,,,6793.0,
243,244,244,Paul Goydos,19,11,,,6794.0,
244,245,245,Arjun Atwal,4,11,,,6794.0,
245,246,246,Todd Hamilton,4,11,,,6794.0,
246,247,247,Fabián Gómez,4,10,,,6795.0,
247,248,248,Fred Funk,8,9,,,6796.0,
248,249,249,Daniel Chopra,16,9,,,6796.0,
249,T250,T250,Marco Dawson,1,4,,,6801.0,
250,T250,T250,Jesper Parnevik,3,4,,,6801.0,
251,252,252,Alex Aragon,18,2,,,6803.0,
252,253,253,Scott McCarron,12,2,,,6803.0,
253,254,254,Paul Stankowski,3,1,,,6804.0,
254,255,255,Scott Verplank,12,1,,,6804.0,
255,256,256,Chris DiMarco,7,1,,,6804.0,
256,257,257,Brett Quigley,1,1,,,6804.0,
257,258,258,Bobby Gates,14,1,,,6804.0,
