,Short_Game_Rating_RANK THIS WEEK,Short_Game_Rating_RANK LAST WEEK,Short_Game_Rating_PLAYER NAME,Short_Game_Rating_EVENTS,Short_Game_Rating_RATING
0,1,1,Vance Veazey,1,8.8
1,T2,T2,Steve Friesen,1,8.3
2,T2,T2,David Ogrin,1,8.3
3,4,4,Fulton Allem,1,8.1
4,T5,T5,Hiroyuki Fujita,1,8.0
5,T5,T5,David Howell,1,8.0
6,T7,T7,Pete Jordan,1,7.7
7,T7,T7,Shingo Katayama,1,7.7
8,T7,T7,Ian Poulter,2,7.7
9,T7,T7,Chris Stroud,1,7.7
10,T11,T11,Tom Byrum,15,7.3
11,T11,T11,Paul Casey,4,7.3
12,T11,T11,Nick Gilliam,1,7.3
13,T14,T14,Kevin Sutherland,13,7.2
14,T14,T14,Tom Watson,1,7.2
15,T16,T16,Jay Haas,14,7.1
16,T16,T16,Rory Sabbatini,16,7.1
17,T16,T16,Stan Utley,3,7.1
18,T19,T19,Ernie Els,9,7.0
19,T19,T19,Bobby Kalinowski,1,7.0
20,T19,T19,Hank Kuehne,14,7.0
21,T19,T19,John Morgan,4,7.0
22,T19,T19,José María Olazábal,9,7.0
23,T19,T19,Loren Roberts,15,7.0
24,T19,T19,Tim Thelen,1,7.0
25,T19,T19,Lee Westwood,5,7.0
26,T19,T19,Casey Wittenberg,2,7.0
27,T28,T28,Michael Allen,15,6.9
28,T28,T28,Jim Carter,5,6.9
29,T28,T28,Stewart Cink,17,6.9
30,T28,T28,Brad Faxon,15,6.9
31,T28,T28,Dan Forsman,9,6.9
32,T28,T28,Brian Henninger,1,6.9
33,T28,T28,John Huston,9,6.9
34,T28,T28,Barry Lane,2,6.9
35,T28,T28,Jean-Francois Remesy,1,6.9
36,T28,T28,Tim Wilkinson,1,6.9
37,T38,T38,Brian Gay,16,6.8
38,T38,T38,Retief Goosen,8,6.8
39,T38,T38,Todd Hamilton,14,6.8
40,T38,T38,Bernhard Langer,11,6.8
41,T38,T38,Edward Loar,1,6.8
42,T38,T38,Davis Love III,11,6.8
43,T38,T38,Phil Mickelson,13,6.8
44,T38,T38,Chris Nallen,1,6.8
45,T38,T38,Corey Pavin,16,6.8
46,T38,T38,Jyoti Randhawa,1,6.8
47,T38,T38,Heath Slocum,13,6.8
48,T38,T38,Mike Small,1,6.8
49,T38,T38,Esteban Toledo,8,6.8
50,T38,T38,Kirk Triplett,16,6.8
51,T38,T38,Mike Weir,12,6.8
52,T38,T38,Willie Wood,4,6.8
53,T54,T54,Notah Begay III,11,6.7
54,T54,T54,Fred Funk,18,6.7
55,T54,T54,Len Mattiace,12,6.7
56,T54,T54,Billy Mayfair,19,6.7
57,T54,T54,Geoff Ogilvy,17,6.7
58,T54,T54,Rod Pampling,18,6.7
59,T54,T54,David Roesch,1,6.7
60,T54,T54,Paul Stankowski,6,6.7
61,T54,T54,Steve Stricker,12,6.7
62,T54,T54,David Toms,12,6.7
63,T54,T54,Scott Verplank,18,6.7
64,T54,T54,Dean Wilson,16,6.7
65,T66,T66,Craig Bowden,12,6.6
66,T66,T66,Jonathan Byrd,15,6.6
67,T66,T66,Alex Cejka,11,6.6
68,T66,T66,Greg Chalmers,12,6.6
69,T66,T66,Tim Clark,13,6.6
70,T66,T66,Tim Conley,1,6.6
71,T66,T66,Marco Dawson,3,6.6
72,T66,T66,Joe Durant,15,6.6
73,T66,T66,Robin Freeman,1,6.6
74,T66,T66,Robert Gamez,18,6.6
75,T66,T66,Mark Hensby,16,6.6
76,T66,T66,Kenichi Kuboya,1,6.6
77,T66,T66,Scott McCarron,17,6.6
78,T66,T66,Carl Paulson,2,6.6
79,T66,T66,Tom Pernice Jr.,19,6.6
80,T66,T66,Carl Pettersson,18,6.6
81,T66,T66,Chris Riley,12,6.6
82,T66,T66,Vijay Singh,23,6.6
83,T84,T84,Craig Barlow,14,6.5
84,T84,T84,Mark Brooks,4,6.5
85,T84,T84,K.J. Choi,13,6.5
